MUKTINATH BIKAS BANK LTD.,11000230,NULL,MUKTINATH BIKAS BANK (NAYA POOL),Naya Pool,,Kaski,Kaski,np,np        ,NULL,NULL,NULL,NULL
PURNIMA BIKAS BANK LTD.,11000231,NULL,PURNIMA BIKAS BANK LTD (BHAIRAHAWA),Bhairahawa,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
PURNIMA BIKAS BANK LTD.,11000232,NULL,PURNIMA BIKAS BANK LTD(PARASI),Parasi,,Nawalparasi,Nawalparasi,np,np        ,NULL,NULL,NULL,NULL
PURNIMA BIKAS BANK LTD.,11000233,NULL,PURNIMA BIKAS BANK LTD (BHALWARI),Bhalwari,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
PURNIMA BIKAS BANK LTD.,11000234,NULL,PURNIMA BIKAS BANK LTD (BUTWAL),Butwal,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
PURNIMA BIKAS BANK LTD.,11000235,NULL,PURNIMA BIKAS BANK LTD (DRIVER TOLE),DRIVER TOLE,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
PURNIMA BIKAS BANK LTD.,11000236,NULL,PURNIMA BIKAS BANK LTD (DHAKDHAI),Dhakdhai,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
PURNIMA BIKAS BANK LTD.,11000237,NULL,PURNIMA BIKAS BANK LTD(SURYAPURA),Suryapura Bazaar,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
TINAU DEVELOPMENT BANK LTD.,11000248,NULL,TINAU DEVELOPMENT BANK LTD. (BUTWAL),Sangam Path,,,,np,np        ,NULL,NULL,NULL,NULL
TINAU DEVELOPMENT BANK LTD.,11000249,NULL,TINAU DEVELOPMENT BANK LTD. (NARAYANGADH),Main Road,,Chitwan,Chitwan,np,np        ,NULL,NULL,NULL,NULL
TINAU DEVELOPMENT BANK LTD.,11000250,NULL,TINAU DEVELOPMENT BANK LTD. (KOTIHAWA),Kotihawa,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
TINAU DEVELOPMENT BANK LTD.,11000251,NULL,TINAU DEVELOPMENT BANK LTD. (BHALUHI),Bhaluhi, Dendaha,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
TINAU DEVELOPMENT BANK LTD.,11000252,NULL,TINAU DEVELOPMENT BANK LTD. (AMARAPURI),Amarapuri,,Nawalparasi,Nawalparasi,np,np        ,NULL,NULL,NULL,NULL
